pid,last_retrive,likenum,reply,text,time,type
5141835,,6,17,创一个🕳️，以后这个🕳️我用来做回忆录和日记本,2023-06-08 03:39:31,text
5141835,,6,17,创一个🕳️，以后这个🕳️我用来做回忆录和日记本,2023-06-08 03:39:31,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141836,,3,3,"一个男生说自己nvpy能让他感到安心，在男生那儿是一个很高的评价吗
或者说在座情侣中，男生会怎么形容自己对nvpy的感情呢",2023-06-08 03:44:11,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141837,,8,18,好难过，感觉情绪崩溃到期末已经考不下去了😥之前已经觉得只是一些焦虑情绪，但最近真的觉得注意力无法集中什么事情都做不下去🥺现在去六院办缓考也来不及了，dz该咋办啊,2023-06-08 03:45:22,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
5141838,,2,1,想让npy教我打篮球,2023-06-08 03:56:56,text
